Day,Scripture_Readings,URL
292,2 Thessalonians 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/292
293,2 Thessalonians 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/293
294,1 Timothy 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/294
295,1 Timothy 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/295
296,1 Timothy 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/296
297,1 Timothy 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/297
298,1 Timothy 5,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/298
299,1 Timothy 6,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/299
300,2 Timothy 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/300
301,2 Timothy 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/301
302,2 Timothy 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/302
303,2 Timothy 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/303
304,Titus 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/304
305,Titus 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/305
306,Titus 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/306
307,Philemon 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/307
308,Hebrews 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/308
309,Hebrews 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/309
310,Hebrews 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/310
311,Hebrews 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/311
312,Hebrews 5,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/312
313,Hebrews 6,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/313
314,Hebrews 7,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/314
315,Hebrews 8,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/315
316,Hebrews 9,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/316
317,Hebrews 10,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/317
318,Hebrews 10,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/318
319,Hebrews 11,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/319
320,Hebrews 11,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/320
321,Hebrews 12,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/321
322,Hebrews 13,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/322
323,James 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/323
324,James 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/324
325,James 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/325
326,James 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/326
327,James 5,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/327
328,1 Peter 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/328
329,1 Peter 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/329
330,1 Peter 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/330
331,1 Peter 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/331
332,1 Peter 5,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/332
333,2 Peter 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/333
334,2 Peter 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/334
335,2 Peter 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/335
336,1 John 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/336
337,1 John 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/337
338,1 John 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/338
339,1 John 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/339
340,1 John 5,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/340
341,2 John 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/341
342,3 John 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/342
343,Jude 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/343
344,Revelation 1,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/344
345,Revelation 2,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/345
346,Revelation 3,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/346
347,Revelation 4,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/347
348,Revelation 5,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/348
349,Revelation 6,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/349
350,Revelation 7,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/350
351,Revelation 8,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/351
352,Revelation 9,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/352
353,Revelation 10,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/353
354,Revelation 11,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/354
355,Revelation 12,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/355
356,Revelation 13,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/356
357,Revelation 14,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/357
358,Revelation 15,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/358
359,Revelation 16,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/359
360,Revelation 17,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/360
361,Revelation 18,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/361
362,Revelation 19,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/362
363,Revelation 20,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/363
364,Revelation 21,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/364
365,Revelation 22,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/365
