Day,OT_Scripture_Readings,NT_Scripture_Readings,OT_URL,NT_URL,Video_URLs
27,Exodus 10; Exodus 11,Matthew 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/27,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/27,
28,Exodus 12; Exodus 13; Exodus 14,Matthew 19,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/28,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/28,
29,Exodus 15; Exodus 16,Matthew 19,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/29,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/29,
30,Exodus 17; Exodus 18,Matthew 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/30,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/30,
31,Exodus 19; Exodus 20; Exodus 21,Matthew 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/31,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/31,https://www.youtube.com/embed/oNpTha80yyE
32,Exodus 22; Exodus 23; Exodus 24,Matthew 21,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/32,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/32,https://www.youtube.com/embed/3BGO9Mmd_cU
33,Exodus 25; Exodus 26; Exodus 27,Matthew 21,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/33,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/33,
34,Exodus 28; Exodus 29; Exodus 30,Matthew 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/34,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/34,
35,Exodus 31; Exodus 32; Exodus 33,Matthew 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/35,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/35,
36,Exodus 34; Exodus 35; Exodus 36,Matthew 23,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/36,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/36,
37,Exodus 37; Exodus 38,Matthew 23,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/37,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/37,
38,Exodus 39; Exodus 40,Matthew 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/38,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/38,
39,Leviticus 1; Leviticus 2; Leviticus 3,Matthew 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/39,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/39,https://www.youtube.com/embed/IJ-FekWUZzE
40,Leviticus 4; Leviticus 5; Leviticus 6,Matthew 25,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/40,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/40,
41,Leviticus 7; Leviticus 8; Leviticus 9,Matthew 25,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/41,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/41,
42,Leviticus 10; Leviticus 11; Leviticus 12,Matthew 26,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/42,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/42,
43,Leviticus 13; Leviticus 14; Leviticus 15,Matthew 26,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/43,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/43,
44,Leviticus 16; Leviticus 17; Leviticus 18,Matthew 26,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/44,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/44,https://www.youtube.com/embed/G_OlRWGLdnw
45,,Matthew 27,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/45,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/45,
46,Leviticus 22; Leviticus 23; Leviticus 24,Matthew 27,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/46,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/46,
47,Leviticus 25; Leviticus 26; Leviticus 27,Matthew 28,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/47,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/47,https://www.youtube.com/embed/A14THPoc4-4 | https://www.youtube.com/embed/xmFPS0f-kzs
48,Numbers 1; Numbers 2,Mark 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/48,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/48,https://www.youtube.com/embed/tp5MIrMZFqo | https://www.youtube.com/embed/HGHqu9-DtXk
49,Numbers 3; Numbers 4,Mark 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/49,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/49,
50,Numbers 5; Numbers 6,Mark 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/50,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/50,
51,Numbers 7; Numbers 8,Mark 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/51,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/51,
52,Numbers 9; Numbers 10; Numbers 11,Mark 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/52,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/52,
53,Numbers 12; Numbers 13; Numbers 14,Mark 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/53,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/53,
54,Numbers 15; Numbers 16,Mark 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/54,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/54,
55,Numbers 17; Numbers 18; Numbers 19,Mark 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/55,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/55,
56,Numbers 20; Numbers 21,Mark 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/56,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/56,
57,Numbers 22; Numbers 23; Numbers 24,Mark 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/57,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/57,
58,Numbers 25; Numbers 26,Mark 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/58,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/58,
59,Numbers 27; Numbers 28,Mark 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/59,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/59,
60,Numbers 29; Numbers 30,Mark 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/60,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/60,
61,Numbers 31; Numbers 32,Mark 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/61,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/61,
62,Numbers 33; Numbers 34,Mark 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/62,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/62,
63,Numbers 35; Numbers 36,Mark 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/63,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/63,
64,Deuteronomy 1; Deuteronomy 2,Mark 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/64,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/64,https://www.youtube.com/embed/q5QEH9bH8AU | https://www.youtube.com/embed/OVRixfameGY
65,Deuteronomy 3; Deuteronomy 4,Mark 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/65,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/65,
66,Deuteronomy 5; Deuteronomy 6,Mark 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/66,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/66,
67,Deuteronomy 7; Deuteronomy 8; Deuteronomy 9,Mark 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/67,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/67,
68,Deuteronomy 10; Deuteronomy 11,Mark 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/68,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/68,
69,Deuteronomy 12; Deuteronomy 13,Mark 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/69,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/69,
70,Deuteronomy 14; Deuteronomy 15,Mark 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/70,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/70,
71,Deuteronomy 16; Deuteronomy 17,Mark 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/71,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/71,
72,Deuteronomy 18; Deuteronomy 19,Mark 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/72,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/72,
73,Deuteronomy 20; Deuteronomy 21,Mark 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/73,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/73,
74,Deuteronomy 22; Deuteronomy 23,Mark 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/74,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/74,
75,Deuteronomy 24; Deuteronomy 25,Mark 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/75,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/75,
76,Deuteronomy 26; Deuteronomy 27,Mark 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/76,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/76,
77,Deuteronomy 28; Deuteronomy 29,Mark 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/77,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/77,
78,Deuteronomy 30; Deuteronomy 31; Deuteronomy 32,Luke 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/78,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/78,https://www.youtube.com/embed/XIb_dCIxzr0
79,Deuteronomy 33; Deuteronomy 34,Luke 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/79,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/79,
80,Joshua 1; Joshua 2,Luke 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/80,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/80,https://www.youtube.com/embed/JqOqJlFF_eU
81,Joshua 3; Joshua 4,Luke 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/81,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/81,https://www.youtube.com/embed/_OLezoUvOEQ
82,Joshua 5; Joshua 6,Luke 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/82,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/82,https://www.youtube.com/embed/0k4GbvZUPuo
83,Joshua 7; Joshua 8; Joshua 9,Luke 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/83,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/83,
84,Joshua 10; Joshua 11; Joshua 12,Luke 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/84,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/84,
85,Joshua 13; Joshua 14; Joshua 15,Luke 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/85,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/85,
86,Joshua 16; Joshua 17,Luke 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/86,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/86,
87,Joshua 18; Joshua 19; Joshua 20,Luke 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/87,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/87,
88,Joshua 21; Joshua 22,Luke 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/88,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/88,
89,Joshua 23; Joshua 24,Luke 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/89,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/89,
90,Judges 1; Judges 2; Judges 3,Luke 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/90,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/90,https://www.youtube.com/embed/kOYy8iCfIJ4
91,Judges 4; Judges 5; Judges 6,Luke 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/91,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/91,
92,Judges 7; Judges 8; Judges 9,Luke 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/92,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/92,
93,Judges 10; Judges 11; Judges 12,Luke 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/93,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/93,https://www.youtube.com/embed/jUCCUHurV0I
94,Judges 13; Judges 14; Judges 15,Luke 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/94,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/94,
95,Judges 16; Judges 17; Judges 18,Luke 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/95,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/95,https://www.youtube.com/embed/26z_KhwNdD8
96,Judges 19; Judges 20; Judges 21,Luke 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/96,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/96,
97,Ruth 1; Ruth 2; Ruth 3; Ruth 4,Luke 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/97,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/97,https://www.youtube.com/embed/0h1eoBeR4Jk
98,1 Samuel 1; 1 Samuel 2; 1 Samuel 3,Luke 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/98,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/98,https://www.youtube.com/embed/QJOju5Dw0V0
99,1 Samuel 4; 1 Samuel 5; 1 Samuel 6,Luke 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/99,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/99,
100,1 Samuel 7; 1 Samuel 8; 1 Samuel 9,Luke 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/100,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/100,
101,1 Samuel 10; 1 Samuel 11; 1 Samuel 12,Luke 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/101,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/101,
102,1 Samuel 13; 1 Samuel 14; 1 Samuel 15,Luke 13,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/102,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/102,
103,1 Samuel 16; 1 Samuel 17; 1 Samuel 18,Luke 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/103,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/103,
104,1 Samuel 19; 1 Samuel 20,Luke 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/104,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/104,
105,1 Samuel 21; 1 Samuel 22; 1 Samuel 23,Luke 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/105,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/105,
106,1 Samuel 24; 1 Samuel 25; 1 Samuel 26,Luke 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/106,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/106,
107,1 Samuel 27; 1 Samuel 28; 1 Samuel 29,Luke 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/107,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/107,
108,1 Samuel 30; 1 Samuel 31,Luke 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/108,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/108,
109,2 Samuel 1; 2 Samuel 2; 2 Samuel 3,Luke 17,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/109,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/109,https://www.youtube.com/embed/YvoWDXNDJgs
110,2 Samuel 4; 2 Samuel 5; 2 Samuel 6,Luke 17,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/110,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/110,
111,2 Samuel 7; 2 Samuel 8; 2 Samuel 9,Luke 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/111,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/111,
112,2 Samuel 10; 2 Samuel 11; 2 Samuel 12,Luke 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/112,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/112,
113,2 Samuel 13; 2 Samuel 14; 2 Samuel 15,Luke 19,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/113,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/113,https://www.youtube.com/embed/_unHmAf7INk
114,2 Samuel 16; 2 Samuel 17; 2 Samuel 18,Luke 19,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/114,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/114,
115,2 Samuel 19; 2 Samuel 20,Luke 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/115,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/115,
116,2 Samuel 21; 2 Samuel 22,Luke 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/116,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/116,
117,2 Samuel 23; 2 Samuel 24,Luke 21,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/117,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/117,
118,1 Kings 1; 1 Kings 2; 1 Kings 3,Luke 21,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/118,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/118,https://www.youtube.com/embed/bVFW3wbi9pk
119,1 Kings 4; 1 Kings 5; 1 Kings 6,Luke 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/119,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/119,
120,1 Kings 7; 1 Kings 8,Luke 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/120,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/120,
121,1 Kings 9; 1 Kings 10; 1 Kings 11,Luke 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/121,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/121,
122,1 Kings 12; 1 Kings 13; 1 Kings 14,Luke 23,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/122,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/122,
123,1 Kings 15; 1 Kings 16,Luke 23,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/123,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/123,
124,1 Kings 17; 1 Kings 18,Luke 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/124,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/124,https://www.youtube.com/embed/Vb24Lk1Oh5M
125,1 Kings 19; 1 Kings 20,Luke 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/125,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/125,
126,1 Kings 21; 1 Kings 22,John 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/126,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/126,https://www.youtube.com/embed/G-2e9mMf7E8
127,2 Kings 1; 2 Kings 2; 2 Kings 3,John 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/127,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/127,
128,,John 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/128,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/128,
129,2 Kings 7; 2 Kings 8,John 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/129,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/129,
130,2 Kings 9; 2 Kings 10; 2 Kings 11,John 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/130,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/130,
131,2 Kings 12; 2 Kings 13; 2 Kings 14,John 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/131,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/131,
132,2 Kings 15; 2 Kings 16; 2 Kings 17,John 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/132,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/132,https://www.youtube.com/embed/xSua9_WhQFE
133,2 Kings 18; 2 Kings 19; 2 Kings 20,John 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/133,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/133,
134,2 Kings 21; 2 Kings 22; 2 Kings 23,John 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/134,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/134,
135,2 Kings 24; 2 Kings 25,John 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/135,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/135,
136,1 Chronicles 1; 1 Chronicles 2; 1 Chronicles 3,John 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/136,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/136,https://www.youtube.com/embed/HR7xaHv3Ias
137,1 Chronicles 4; 1 Chronicles 5; 1 Chronicles 6,John 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/137,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/137,
138,1 Chronicles 7; 1 Chronicles 8; 1 Chronicles 9,John 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/138,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/138,
139,1 Chronicles 10; 1 Chronicles 11; 1 Chronicles 12,John 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/139,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/139,
140,1 Chronicles 13; 1 Chronicles 14; 1 Chronicles 15; 1 Chronicles 16,John 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/140,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/140,
141,1 Chronicles 17; 1 Chronicles 18; 1 Chronicles 19,John 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/141,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/141,
142,1 Chronicles 20; 1 Chronicles 21,John 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/142,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/142,
143,1 Chronicles 22; 1 Chronicles 23; 1 Chronicles 24,John 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/143,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/143,
144,1 Chronicles 25; 1 Chronicles 26; 1 Chronicles 27,John 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/144,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/144,
145,1 Chronicles 28; 1 Chronicles 29,John 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/145,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/145,
146,2 Chronicles 1; 2 Chronicles 2; 2 Chronicles 3,John 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/146,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/146,
147,2 Chronicles 4; 2 Chronicles 5; 2 Chronicles 6; 2 Chronicles 7,John 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/147,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/147,
148,2 Chronicles 8; 2 Chronicles 9,John 11,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/148,https://www.bible.com/reading-plans/13233-bibleproject-new-testament-in-one-year/day/148,
