Day,Scripture_Readings,URL
225,Psalms 121; Psalms 122; Psalms 123,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/225
226,Psalms 124; Psalms 125; Psalms 126,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/226
227,Psalms 127; Psalms 128; Psalms 129,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/227
228,Psalms 130; Psalms 131; Psalms 132,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/228
229,Psalms 133; Psalms 134; Psalms 135,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/229
230,Psalms 136; Psalms 137; Psalms 138,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/230
231,Psalms 139; Psalms 140; Psalms 141,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/231
232,Psalms 142; Psalms 143; Psalms 144,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/232
233,Psalms 145; Psalms 146; Psalms 147,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/233
234,Psalms 148; Psalms 149; Psalms 150,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/234
235,Proverbs 1; Proverbs 2; Proverbs 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/235
236,Proverbs 4; Proverbs 5; Proverbs 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/236
237,Proverbs 7; Proverbs 8; Proverbs 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/237
238,Proverbs 10; Proverbs 11; Proverbs 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/238
239,Proverbs 13; Proverbs 14; Proverbs 15,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/239
240,Proverbs 16; Proverbs 17; Proverbs 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/240
241,Proverbs 19; Proverbs 20; Proverbs 21,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/241
242,Proverbs 22; Proverbs 23; Proverbs 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/242
243,Proverbs 25; Proverbs 26; Proverbs 27,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/243
244,Proverbs 28; Proverbs 29; Proverbs 30; Proverbs 31,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/244
245,Ecclesiastes 1; Ecclesiastes 2; Ecclesiastes 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/245
246,Ecclesiastes 4; Ecclesiastes 5; Ecclesiastes 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/246
247,Ecclesiastes 7; Ecclesiastes 8; Ecclesiastes 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/247
248,Ecclesiastes 10; Ecclesiastes 11; Ecclesiastes 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/248
249,Song Of Songs 1; Song Of Songs 2; Song Of Songs 3; Song Of Songs 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/249
250,Song Of Songs 5; Song Of Songs 6; Song Of Songs 7; Song Of Songs 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/250
251,Isaiah 1; Isaiah 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/251
252,Isaiah 3; Isaiah 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/252
253,Isaiah 5; Isaiah 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/253
254,Isaiah 7; Isaiah 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/254
255,Isaiah 9; Isaiah 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/255
256,Isaiah 11; Isaiah 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/256
257,Isaiah 13; Isaiah 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/257
258,Isaiah 15; Isaiah 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/258
259,Isaiah 17; Isaiah 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/259
260,Isaiah 19; Isaiah 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/260
261,Isaiah 21; Isaiah 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/261
262,Isaiah 23; Isaiah 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/262
263,Isaiah 25; Isaiah 26,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/263
264,Isaiah 27; Isaiah 28,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/264
265,Isaiah 29; Isaiah 30,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/265
266,Isaiah 31; Isaiah 32,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/266
267,Isaiah 33; Isaiah 34,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/267
268,Isaiah 35; Isaiah 36,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/268
269,Isaiah 37; Isaiah 38,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/269
270,Isaiah 39; Isaiah 40,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/270
271,Isaiah 41; Isaiah 42,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/271
272,Isaiah 43; Isaiah 44,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/272
273,Isaiah 45; Isaiah 46,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/273
274,Isaiah 47; Isaiah 48,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/274
275,Isaiah 49; Isaiah 50,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/275
276,Isaiah 51; Isaiah 52,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/276
277,Isaiah 53; Isaiah 54,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/277
278,Isaiah 55; Isaiah 56,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/278
279,Isaiah 57; Isaiah 58,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/279
280,Isaiah 59; Isaiah 60,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/280
281,Isaiah 61; Isaiah 62,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/281
282,Isaiah 63; Isaiah 64,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/282
283,Isaiah 65; Isaiah 66,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/283
284,Jeremiah 1; Jeremiah 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/284
285,Jeremiah 3; Jeremiah 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/285
286,Jeremiah 5; Jeremiah 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/286
287,Jeremiah 7; Jeremiah 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/287
288,Jeremiah 9; Jeremiah 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/288
289,Jeremiah 11; Jeremiah 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/289
290,Jeremiah 13; Jeremiah 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/290
291,Jeremiah 15; Jeremiah 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/291
292,Jeremiah 17; Jeremiah 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/292
293,Jeremiah 19; Jeremiah 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/293
294,Jeremiah 21; Jeremiah 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/294
295,Jeremiah 23; Jeremiah 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/295
296,Jeremiah 25; Jeremiah 26,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/296
297,Jeremiah 27; Jeremiah 28,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/297
298,Jeremiah 29; Jeremiah 30,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/298
299,Jeremiah 31; Jeremiah 32,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/299
300,Jeremiah 33; Jeremiah 34,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/300
301,Jeremiah 35; Jeremiah 36,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/301
302,Jeremiah 37; Jeremiah 38,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/302
303,Jeremiah 39; Jeremiah 40,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/303
304,Jeremiah 41; Jeremiah 42,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/304
305,Jeremiah 43; Jeremiah 44,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/305
306,Jeremiah 45; Jeremiah 46,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/306
307,Jeremiah 47; Jeremiah 48,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/307
308,Jeremiah 49; Jeremiah 50,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/308
309,Jeremiah 51; Jeremiah 52,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/309
310,Lamentations 1; Lamentations 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/310
311,Lamentations 3; Lamentations 4; Lamentations 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/311
312,Ezekiel 1; Ezekiel 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/312
313,Ezekiel 3; Ezekiel 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/313
314,Ezekiel 5; Ezekiel 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/314
315,Ezekiel 7; Ezekiel 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/315
316,Ezekiel 9; Ezekiel 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/316
317,Ezekiel 11; Ezekiel 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/317
318,Ezekiel 13; Ezekiel 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/318
319,Ezekiel 15; Ezekiel 16,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/319
320,Ezekiel 17; Ezekiel 18,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/320
321,Ezekiel 19; Ezekiel 20,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/321
322,Ezekiel 21; Ezekiel 22,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/322
323,Ezekiel 23; Ezekiel 24,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/323
324,Ezekiel 25; Ezekiel 26,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/324
325,Ezekiel 27; Ezekiel 28,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/325
326,Ezekiel 29; Ezekiel 30,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/326
327,Ezekiel 31; Ezekiel 32,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/327
328,Ezekiel 33; Ezekiel 34,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/328
329,Ezekiel 35; Ezekiel 36,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/329
330,Ezekiel 37; Ezekiel 38,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/330
331,Ezekiel 39; Ezekiel 40,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/331
332,Ezekiel 41; Ezekiel 42,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/332
333,Ezekiel 43; Ezekiel 44,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/333
334,Ezekiel 45; Ezekiel 46,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/334
335,Ezekiel 47; Ezekiel 48,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/335
336,Daniel 1; Daniel 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/336
337,Daniel 3; Daniel 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/337
338,Daniel 5; Daniel 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/338
339,Daniel 7; Daniel 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/339
340,Daniel 9; Daniel 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/340
341,Daniel 11; Daniel 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/341
342,Hosea 1; Hosea 2; Hosea 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/342
343,Hosea 4; Hosea 5; Hosea 6; Hosea 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/343
344,Hosea 8; Hosea 9; Hosea 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/344
345,Hosea 11; Hosea 12; Hosea 13; Hosea 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/345
346,Joel 1; Joel 2; Joel 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/346
347,Amos 1; Amos 2; Amos 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/347
348,Amos 4; Amos 5; Amos 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/348
349,Amos 7; Amos 8; Amos 9,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/349
350,Obadiah 1,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/350
351,Jonah 1; Jonah 2; Jonah 3; Jonah 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/351
352,Micah 1; Micah 2; Micah 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/352
353,Micah 4; Micah 5,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/353
354,Micah 6; Micah 7,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/354
355,Nahum 1; Nahum 2; Nahum 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/355
356,Habakkuk 1; Habakkuk 2; Habakkuk 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/356
357,Zephaniah 1; Zephaniah 2; Zephaniah 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/357
358,Haggai 1; Haggai 2,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/358
359,Zechariah 1; Zechariah 2; Zechariah 3,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/359
360,Zechariah 4; Zechariah 5; Zechariah 6,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/360
361,Zechariah 7; Zechariah 8,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/361
362,Zechariah 9; Zechariah 10,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/362
363,Zechariah 11; Zechariah 12,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/363
364,Zechariah 13; Zechariah 14,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/364
365,Malachi 1; Malachi 2; Malachi 3; Malachi 4,https://www.bible.com/reading-plans/13630-bibleproject-old-testament-in-a-year/day/365
